project,conditions,date,obs,time_off_ms,time_on_ms,displacement_nm,force,analyzer,index,hmm_state,num_windows,length_hz,start,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_signal_ratio,back_signal_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-12-07,obs-17,NA,46.4,9.27669010989012,0.384208,hm-model/cp,1,2,4,300,565,796,TRUE,TRUE,TRUE,TRUE,9.27669010989012,0.104336805372929,0.511873565871467,0.837460308849634,1.68641699251973,232,46.4,7,10,565,796,75,0.12
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-12-07,obs-17,2760,249.2,3.27139322742475,0.20488152173913,hm-model/cp,2,2,14,1050,14575,15820,TRUE,TRUE,TRUE,TRUE,3.27139322742475,0.0970975124921889,0.302954147953538,2.58286384988246,3.76458900275665,1246,249.2,195,208,14575,15820,75,3.03
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-12-07,obs-18,NA,154.4,10.9370447993048,0.573633725490196,hm-model/cp,1,2,9,675,3830,4601,TRUE,TRUE,TRUE,TRUE,10.9370447993048,0.0539280042918127,0.143345618522024,1.14139805786478,14.5239109067613,772,154.4,52,60,3830,4601,75,0.78
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,NA,152.8,4.592411517165,-0.128456682170543,hm-model/cp,1,2,8,600,9617,10380,TRUE,TRUE,FALSE,TRUE,4.592411517165,0.0226480897873241,0.0656888543328193,2.05575302292691,0.971273166261689,764,152.8,130,137,9617,10380,75,1.935
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,750,118.4,9.2923479704797,0.437444,hm-model/cp,2,2,6,450,13971,14562,TRUE,TRUE,TRUE,TRUE,9.2923479704797,0.0225518844994682,0.0549646068421684,1.30615167340524,1.60331822563359,592,118.4,188,193,13971,14562,75,2.85
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,3285,49.6,-16.1380172685762,-0.661714630136986,hm-model/cp,3,2,2,150,30884,31131,TRUE,TRUE,FALSE,TRUE,-16.1380172685762,0.024006107391396,0.0977717517762459,1.28010418560098,0.733636972907745,248,49.6,413,414,30884,31131,75,6.195
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,300,68.6,-12.4196891808874,-0.493536399999999,hm-model/cp,4,2,4,300,32552,32894,TRUE,TRUE,FALSE,TRUE,-12.4196891808874,0.0270908789096713,0.0877975854019303,1.05307035801222,4.48973862337896,343,68.6,435,438,32552,32894,75,6.51
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,1245,56,30.1045515976952,1.22902554216868,hm-model/cp,5,2,2,150,39031,39310,TRUE,TRUE,TRUE,TRUE,30.1045515976952,0.0265565559202795,0.127686134097542,2.16583470153042,11.7957907743999,280,56,522,523,39031,39310,75,7.815
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,7725,146.8,16.7779747402487,0.821897165048545,hm-model/cp,6,2,8,600,77810,78543,TRUE,TRUE,TRUE,TRUE,16.7779747402487,0.0232671634167207,0.0530391208391667,1.29865071471684,2.54363051767064,734,146.8,1039,1046,77810,78543,75,15.585
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,540,213.8,12.7298011012976,0.630624444444446,hm-model/cp,7,2,15,1125,81132,82200,TRUE,TRUE,TRUE,TRUE,12.7298011012976,0.0230953732651392,0.0651539611211379,6.3779932043311804,0.671061814984302,1069,213.8,1083,1097,81132,82200,75,16.32
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,615,266.6,11.2044400851663,0.582156097560976,hm-model/cp,8,2,17,1275,85352,86684,TRUE,TRUE,TRUE,TRUE,11.2044400851663,0.0243987904535683,0.057314533323617,1.80427661182888,0.890680251852186,1333,266.6,1139,1155,85352,86684,75,17.07
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,3555,156.6,-15.5774231877551,-0.723258902953586,hm-model/cp,9,2,9,675,104371,105153,TRUE,TRUE,FALSE,TRUE,-15.5774231877551,0.0205603657583301,0.0793841088663233,1.80772384112798,0.662216341121735,783,156.6,1393,1401,104371,105153,75,20.955
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,2280,45.4,6.89336030330064,0.285403157894737,hm-model/cp,10,2,2,150,116486,116712,TRUE,TRUE,TRUE,TRUE,6.89336030330064,0.021993873197065,0.139596268615067,0.319362254735241,2.29169343059115,227,45.4,1554,1555,116486,116712,75,23.31
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,105,32.2,2.5163474903475,0.212945142857143,hm-model/cp,12,2,2,150,132801,132961,TRUE,TRUE,TRUE,TRUE,2.5163474903475,0.0134180696103576,0.100096838944539,2.20711967441823,2.56320369633474,161,32.2,1771,1772,132801,132961,75,26.55
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,3285,32.4,8.88819536855839,0.377246100456621,hm-model/cp,13,2,2,150,149280,149441,TRUE,TRUE,TRUE,TRUE,8.88819536855839,0.0205088526672298,0.0475667818603496,1.30550754799722,2.4179036589135,162,32.4,1992,1993,149280,149441,75,29.865
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-08,1890,75.8,10.6536399527187,0.517598412698413,hm-model/cp,14,2,3,225,158871,159249,TRUE,TRUE,TRUE,TRUE,10.6536399527187,0.0243101827257164,0.0512683395941541,1.11557653016073,2.19788605868559,379,75.8,2120,2122,158871,159249,75,31.815
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,NA,52,8.85003571428572,0.389502,hm-model/cp,1,2,2,150,865,1124,TRUE,TRUE,TRUE,TRUE,8.85003571428572,0.0434890899639497,0.101988688245473,0.853258232353243,0.815578158048463,260,52,13,14,865,1124,75,0.18
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,240,62.2,9.72041522988506,0.398547,hm-model/cp,2,2,3,225,2229,2539,TRUE,TRUE,TRUE,TRUE,9.72041522988506,0.040412297534223,0.0695716016730514,2.04215548514997,0.639774055570577,311,62.2,31,33,2229,2539,75,0.465
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2115,93.8,12.6772490089541,0.617700652482271,hm-model/cp,3,2,5,375,13010,13478,TRUE,TRUE,TRUE,TRUE,12.6772490089541,0.0448144444948323,0.0707925862103923,0.726016970124128,0.824099428516083,469,93.8,175,179,13010,13478,75,2.64
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2820,159.8,10.5575543760475,0.500498297872341,hm-model/cp,4,2,9,675,27506,28304,TRUE,TRUE,TRUE,TRUE,10.5575543760475,0.0469328688792881,0.0934368735756302,1.14982774029373,0.862510885520996,799,159.8,368,376,27506,28304,75,5.625
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,4170,68,6.49884572066484,0.328124863309353,hm-model/cp,5,2,4,300,49050,49389,TRUE,TRUE,TRUE,TRUE,6.49884572066484,0.0450209779029938,0.105377353765484,1.64230785199948,1.32267736037563,340,68,655,658,49050,49389,75,9.855
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,750,160.4,3.91587529787234,0.28070848,hm-model/cp,6,2,7,525,53007,53808,TRUE,TRUE,TRUE,TRUE,3.91587529787234,0.0451346831787425,0.0810743771673321,2.03083416855712,2.98002630179749,802,160.4,709,715,53007,53808,75,10.65
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,960,114.4,14.2844471982759,0.697093750000001,hm-model/cp,7,2,7,525,58425,58996,TRUE,TRUE,TRUE,TRUE,14.2844471982759,0.0416214007250113,0.104703788168907,1.08944088692579,1.070930858421,572,114.4,780,786,58425,58996,75,11.76
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,105,152,13.0419517102616,0.632406857142857,hm-model/cp,8,2,9,675,59431,60190,TRUE,TRUE,TRUE,TRUE,13.0419517102616,0.0433780801561846,0.080892878376652,1.3641925856788,1.0773404958722,760,152,794,802,59431,60190,75,11.925
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,450,202.4,9.44190960498961,0.4584448,hm-model/cp,9,2,12,900,62379,63390,TRUE,TRUE,TRUE,TRUE,9.44190960498961,0.0418803521785803,0.0869077630017513,1.4652085424435,0.46051808855809,1012,202.4,833,844,62379,63390,75,12.48
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,120,255,6.70071377551021,0.482879000000001,hm-model/cp,10,2,15,1125,63793,65067,TRUE,TRUE,TRUE,TRUE,6.70071377551021,0.050710355561142,0.0718374191441124,1.45257505396056,2.38545570647415,1275,255,853,867,63793,65067,75,12.99
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,465,45.2,8.11230564516129,0.375103225806452,hm-model/cp,11,2,2,150,67334,67559,TRUE,TRUE,TRUE,TRUE,8.11230564516129,0.0534277352697724,0.107387996819897,2.91426311640949,1.16350773373728,226,45.2,899,900,67334,67559,75,13.485
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,360,70,8.72935,0.377006,hm-model/cp,12,2,4,300,69320,69669,TRUE,TRUE,TRUE,TRUE,8.72935,0.0410726857305682,0.113398732807128,1.66982951261866,0.766341417152151,350,70,925,928,69320,69669,75,13.875
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,255,146.8,5.64589019607843,0.372352941176471,hm-model/cp,13,2,7,525,70890,71623,TRUE,TRUE,TRUE,TRUE,5.64589019607843,0.040570749060646,0.0735996806252232,1.82223170830296,0.920789035594647,734,146.8,946,952,70890,71623,75,14.19
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,75,160.2,9.3529615446072,0.506236800000001,hm-model/cp,14,2,9,675,71750,72550,TRUE,TRUE,TRUE,TRUE,9.3529615446072,0.0383079157109142,0.0708376834472092,0.885205557767836,0.899830702798201,801,160.2,958,966,71750,72550,75,14.475
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2835,112.8,12.6965247606695,0.675208507936509,hm-model/cp,15,2,6,450,86575,87138,TRUE,TRUE,TRUE,TRUE,12.6965247606695,0.0436731385172698,0.0969598781129906,1.80727005423149,1.06690055121238,564,112.8,1156,1161,86575,87138,75,17.385
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,420,110.8,4.87923809523809,0.285499142857143,hm-model/cp,16,2,4,300,89144,89697,TRUE,TRUE,TRUE,TRUE,4.87923809523809,0.0461637104576305,0.0652907381665077,1.36083066093495,1.05375640659107,554,110.8,1190,1193,89144,89697,75,17.88
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,255,100.4,10.6759840707965,0.531488,hm-model/cp,17,2,6,450,90829,91330,TRUE,TRUE,TRUE,TRUE,10.6759840707965,0.0429973112027365,0.0719781898780636,1.6937153366606,2.44977886403968,502,100.4,1211,1216,90829,91330,75,18.225
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,525,49.8,15.1318388801149,0.647152228571429,hm-model/cp,18,2,2,150,93815,94063,TRUE,TRUE,TRUE,TRUE,15.1318388801149,0.0483294701211341,0.0875512484298009,0.65338012731159,1.79101558398561,249,49.8,1252,1253,93815,94063,75,18.765
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2355,41.8,21.0342229059008,0.843812840764332,hm-model/cp,19,2,2,150,105726,105934,TRUE,TRUE,TRUE,TRUE,21.0342229059008,0.0448175688784009,0.0956083668908835,1.49931203431645,1.12085392693068,209,41.8,1411,1412,105726,105934,75,21.15
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2055,47.8,18.9850883790986,0.792488233576643,hm-model/cp,20,2,2,150,116169,116407,TRUE,TRUE,TRUE,TRUE,18.9850883790986,0.0472266219485247,0.0726069545792394,1.50343079409491,1.75472237983609,239,47.8,1550,1551,116169,116407,75,23.25
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,345,85.6,5.47690545203589,0.238521043478261,hm-model/cp,21,2,3,225,117929,118356,TRUE,TRUE,TRUE,TRUE,5.47690545203589,0.0436600498096496,0.0648562303271182,1.53371985142478,0.594558762375112,428,85.6,1575,1577,117929,118356,75,23.64
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,525,110,6.13546857142857,0.266773942857143,hm-model/cp,22,2,5,375,120841,121390,TRUE,TRUE,TRUE,TRUE,6.13546857142857,0.0502084789783554,0.0801154701792461,1.82390685029279,3.07295779292491,550,110,1613,1617,120841,121390,75,24.24
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1050,110,5.59908857142857,0.245318742857143,hm-model/cp,23,2,5,375,126466,127015,TRUE,TRUE,TRUE,TRUE,5.59908857142857,0.0534358838673504,0.0801154701792461,1.82390685029279,3.07295779292491,550,110,1688,1692,126466,127015,75,25.365
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1155,59.2,21.7515380424454,0.911724155844157,hm-model/cp,24,2,3,225,132669,132964,TRUE,TRUE,TRUE,TRUE,21.7515380424454,0.0561916173440856,0.119366512145565,1.35347393490141,1.07396066305964,296,59.2,1770,1772,132669,132964,75,26.535
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,4545,135.4,12.4748831525258,0.655775498349835,hm-model/cp,25,2,8,600,155588,156264,TRUE,TRUE,TRUE,TRUE,12.4748831525258,0.0452811632105916,0.0853226801958873,2.11208131047887,1.70731813717797,677,135.4,2076,2083,155588,156264,75,31.125
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,990,133.6,3.4138799646955,0.206388363636364,hm-model/cp,26,2,6,450,161181,161848,TRUE,TRUE,TRUE,TRUE,3.4138799646955,0.0494898780640473,0.076972755678324,2.04138012504465,1.98728653179205,668,133.6,2150,2155,161181,161848,75,32.28
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,630,67.6,9.7347505952381,0.453256190476191,hm-model/cp,27,2,5,375,164779,165116,TRUE,TRUE,TRUE,TRUE,9.7347505952381,0.0435062100318126,0.0787276387597941,2.12170037235062,1.27558172133445,338,67.6,2198,2202,164779,165116,75,32.955
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1335,55.4,16.5237236054051,0.741886741573034,hm-model/cp,28,2,2,150,171814,172090,TRUE,TRUE,TRUE,TRUE,16.5237236054051,0.0436268440503308,0.0740558246068215,1.93979696813876,4.71069621389271,277,55.4,2292,2293,171814,172090,75,34.38
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,285,178.4,2.75347480935117,0.228897263157895,hm-model/cp,29,2,9,675,173344,174235,TRUE,TRUE,TRUE,TRUE,2.75347480935117,0.0443081567935893,0.0759472529496247,1.51806904138869,1.77445817192275,892,178.4,2313,2321,173344,174235,75,34.68
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,705,55.4,16.6008146405474,0.727034382978723,hm-model/cp,30,2,2,150,177564,177840,TRUE,TRUE,TRUE,TRUE,16.6008146405474,0.0439058027391945,0.0740558246068215,1.93979696813876,4.71069621389271,277,55.4,2369,2370,177564,177840,75,35.535
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,270,178.4,3.1904432304038,0.252008,hm-model/cp,31,2,10,750,179094,179985,TRUE,TRUE,TRUE,TRUE,3.1904432304038,0.0443081567935893,0.0759472529496247,1.51806904138869,1.77445817192275,892,178.4,2389,2398,179094,179985,75,35.835
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1065,34.6,9.07322274132601,0.336241690140845,hm-model/cp,32,2,3,225,185153,185325,TRUE,TRUE,TRUE,TRUE,9.07322274132601,0.0531889250131149,0.100468214065417,2.99729606945536,0.720001729084827,173,34.6,2470,2472,185153,185325,75,37.035
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,300,88.6,9.46033183206107,0.4701908,hm-model/cp,33,2,4,300,186870,187312,TRUE,TRUE,TRUE,TRUE,9.46033183206107,0.0469746372784162,0.0687838918619584,0.945242998577399,1.16207094637127,443,88.6,2493,2496,186870,187312,75,37.395
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2145,145.6,15.7095596138375,0.686821818181819,hm-model/cp,34,2,9,675,197924,198651,TRUE,TRUE,TRUE,TRUE,15.7095596138375,0.0484869189328958,0.0738411798158533,2.70165022237583,2.36397674739666,728,145.6,2640,2648,197924,198651,75,39.66
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1650,43.8,4.15587827864443,0.163912290909091,hm-model/cp,35,2,3,225,206811,207029,TRUE,TRUE,TRUE,TRUE,4.15587827864443,0.0443232249501132,0.105517595450877,2.10949866898687,1.85256833953723,219,43.8,2759,2761,206811,207029,75,41.37
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,210,156,5.74774011741683,0.334485714285715,hm-model/cp,36,2,7,525,208094,208873,TRUE,TRUE,TRUE,TRUE,5.74774011741683,0.0526188427725034,0.0713171201062362,1.21894612642062,0.522934194008239,780,156,2776,2782,208094,208873,75,41.625
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,435,33,3.32465787106447,0.141405793103448,hm-model/cp,37,2,3,225,210811,210975,TRUE,TRUE,TRUE,TRUE,3.32465787106447,0.0451233120361337,0.116088850208969,2.10949866898687,0.60438585480968,165,33,2812,2814,210811,210975,75,42.18
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,225,124.6,3.79507630017452,0.305148266666667,hm-model/cp,38,2,9,675,212312,212934,TRUE,TRUE,TRUE,TRUE,3.79507630017452,0.049622138289881,0.0721579020815474,0.770368410507981,1.12592678009348,623,124.6,2830,2838,212312,212934,75,42.435
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,600,101.2,12.2716860526316,0.714466600000001,hm-model/cp,39,2,5,375,215785,216290,TRUE,TRUE,TRUE,TRUE,12.2716860526316,0.0443748861868926,0.0920566102556302,2.28303608682231,1.8161123641786,506,101.2,2879,2883,215785,216290,75,43.23
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,540,98.2,9.69832800453515,0.481088222222223,hm-model/cp,40,2,5,375,218985,219475,TRUE,TRUE,TRUE,TRUE,9.69832800453515,0.0459341542637294,0.0877552529461648,1.33420080300513,1.07360475693412,491,98.2,2920,2924,218985,219475,75,43.815
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1035,99.4,10.2806283435464,0.561720811594203,hm-model/cp,41,2,6,450,224494,224990,TRUE,TRUE,TRUE,TRUE,10.2806283435464,0.0438511235174841,0.0726860728804065,1.14110262375394,0.483692146496562,497,99.4,2994,2999,224494,224990,75,44.955
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,75,96.6,6.50264129330254,0.3224704,hm-model/cp,42,2,5,375,225281,225763,TRUE,TRUE,TRUE,TRUE,6.50264129330254,0.0368088760549633,0.0808975165928857,1.20883030093809,1.05551521458768,483,96.6,3005,3009,225281,225763,75,45.12
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,435,107.6,8.17827716223856,0.37692275862069,hm-model/cp,43,2,6,450,227821,228358,TRUE,TRUE,TRUE,TRUE,8.17827716223856,0.0475440331166358,0.0829235621496168,0.52064619582682,5.22867378672421,538,107.6,3039,3044,227821,228358,75,45.63
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,2070,99.8,7.64511532874988,0.406366608695652,hm-model/cp,44,2,5,375,238601,239099,TRUE,TRUE,TRUE,TRUE,7.64511532874988,0.0432148138579271,0.0700546129697292,0.977751517372227,1.98484462705113,499,99.8,3183,3187,238601,239099,75,47.79
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,615,54,8.76558603104213,0.385343804878049,hm-model/cp,45,2,2,150,242056,242325,TRUE,TRUE,TRUE,TRUE,8.76558603104213,0.0477302137429063,0.0834294990309947,0.742581705311934,1.13860686768307,270,54,3229,3230,242056,242325,75,48.435
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,435,247,10.3678836316019,0.617076965517242,hm-model/cp,46,2,15,1125,244383,245617,TRUE,TRUE,TRUE,TRUE,10.3678836316019,0.0455837848115662,0.0978073334747693,0.647687807153043,2.08128589766342,1235,247,3260,3274,244383,245617,75,49.08
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,540,77,7.60287628524047,0.356103111111112,hm-model/cp,47,2,6,450,248384,248768,TRUE,TRUE,TRUE,TRUE,7.60287628524047,0.0475720910587815,0.0792825582238721,1.22935197174838,0.934584595575407,385,77,3311,3316,248384,248768,75,49.695
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1530,59.6,27.6360994939912,1.12783843137255,hm-model/cp,48,2,3,225,256361,256658,TRUE,TRUE,TRUE,TRUE,27.6360994939912,0.0452241584569468,0.0936678778016798,0.915632774942539,2.14520344782406,298,59.6,3419,3421,256361,256658,75,51.285
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,960,59.6,27.8291887096774,1.123034,hm-model/cp,49,2,3,225,261361,261658,TRUE,TRUE,TRUE,TRUE,27.8291887096774,0.0453007962267981,0.0936678778016798,0.915632774942539,2.14520344782406,298,59.6,3486,3488,261361,261658,75,52.29
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,375,211,6.36352943283582,0.40174464,hm-model/cp,50,2,11,825,263468,264522,TRUE,TRUE,TRUE,TRUE,6.36352943283582,0.0453818506874477,0.0810441548848306,0.307374095029921,1.08778082106389,1055,211,3514,3524,263468,264522,75,52.71
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,90,255.4,7.14556536267319,0.422209333333334,hm-model/cp,51,2,15,1125,264660,265936,TRUE,TRUE,TRUE,TRUE,7.14556536267319,0.0457230216192072,0.0779744857032651,3.53141854639877,3.80579401102941,1277,255.4,3531,3545,264660,265936,75,52.995
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,570,168.8,4.92543305051041,0.352515578947369,hm-model/cp,52,2,8,600,268648,269491,TRUE,TRUE,TRUE,TRUE,4.92543305051041,0.0503358091860914,0.0708928411080033,0.6050215374192,0.582541710003749,844,168.8,3584,3591,268648,269491,75,53.82
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,360,327.8,8.89049216488358,0.521210000000001,hm-model/cp,53,2,21,1575,271143,272781,TRUE,TRUE,TRUE,TRUE,8.89049216488358,0.0546129490637189,0.0707772722353567,1.63957230585843,1.00784513614127,1639,327.8,3616,3636,271143,272781,75,54.315
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,555,77.8,3.56515465199713,0.210145513513513,hm-model/cp,54,2,4,300,275583,275971,TRUE,TRUE,TRUE,TRUE,3.56515465199713,0.0446665426726193,0.0693298364737513,0.66611919566749,1.95773950792655,389,77.8,3674,3677,275583,275971,75,55.095
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,75,241.4,2.97674288677615,0.2605344,hm-model/cp,55,2,14,1050,276135,277341,TRUE,TRUE,TRUE,TRUE,2.97674288677615,0.0605406123588276,0.0766703416590933,0.997587033097705,1.30414794620445,1207,241.4,3683,3696,276135,277341,75,55.365
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,480,112.2,7.40827912181996,0.37431075,hm-model/cp,56,2,6,450,279574,280134,TRUE,TRUE,TRUE,TRUE,7.40827912181996,0.0511297462814483,0.0959656636918678,1.59570580808978,1.41150350476654,561,112.2,3729,3734,279574,280134,75,55.995
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1080,112.2,8.63489648293108,0.458159444444445,hm-model/cp,57,2,6,450,285449,286009,TRUE,TRUE,TRUE,TRUE,8.63489648293108,0.0442419230236973,0.0959656636918678,1.59570580808978,1.41150350476654,561,112.2,3807,3812,285449,286009,75,57.09
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1575,110,3.69451047619047,0.226724419047619,hm-model/cp,58,2,6,450,293757,294306,TRUE,TRUE,TRUE,TRUE,3.69451047619047,0.0443863475564978,0.0928641585588137,1.5687802859701,1.41462926567794,550,110,3918,3923,293757,294306,75,58.83
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,1740,80.4,18.4688871865204,0.802154896551725,hm-model/cp,59,2,4,300,302887,303288,TRUE,TRUE,TRUE,TRUE,18.4688871865204,0.044246369301132,0.100586030593132,0.935902408249701,0.888378220398122,402,80.4,4040,4043,302887,303288,75,60.585
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,420,115.6,3.51705227272727,0.194222,hm-model/cp,60,2,6,450,305254,305831,TRUE,TRUE,TRUE,TRUE,3.51705227272727,0.0336527700133378,0.0919363141790746,0.58079394491497,1.01129352571711,578,115.6,4072,4077,305254,305831,75,61.08
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,780,80.4,17.9187686188811,0.780150153846155,hm-model/cp,61,2,4,300,309637,310038,TRUE,TRUE,TRUE,TRUE,17.9187686188811,0.0470333410757705,0.100586030593132,0.935902408249701,0.888378220398122,402,80.4,4130,4133,309637,310038,75,61.935
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,420,115.6,3.51705227272727,0.194222,hm-model/cp,62,2,6,450,312004,312581,TRUE,TRUE,TRUE,TRUE,3.51705227272727,0.0336527700133378,0.0919363141790746,0.58079394491497,1.01129352571711,578,115.6,4162,4167,312004,312581,75,62.43
project_myoV-phosphate,myoV-S217A_pH-7.0_30mM-Pi,2020-11-01,obs-15,975,191.6,12.1990798373433,0.713998153846154,hm-model/cp,63,2,10,750,317305,318262,TRUE,TRUE,TRUE,TRUE,12.1990798373433,0.0460725633248416,0.0726093346637729,1.89681429263759,0.834480542734245,958,191.6,4233,4242,317305,318262,75,63.615
